OBJECT_ID,VID,SEQUENCE_DTTM,LAT,LON,SPEED_OVER_GROUND,COURSE_OVER_GROUND
1,100001,14:00:00,37.003203,-76.256714,35,792
2,100002,14:00:00,37.033811,-76.062124,152,1425
3,100002,14:00:01,37.033811,-76.062124,152,1425
4,100003,14:00:01,36.963301,-76.055999,88,2911
5,100004,14:00:04,36.906638,-76.091007,55,2616
6,100002,14:00:07,37.03342,-76.061754,152,1427
7,100001,14:00:10,37.003233,-76.25652,34,794
8,100003,14:00:10,36.963453,-76.056477,88,2910
9,100002,14:00:12,37.033138,-76.061489,151,1428
10,100004,14:00:14,36.906621,-76.091314,60,2728
11,100002,14:00:18,37.032803,-76.061172,151,1428
12,100001,14:00:21,37.003263,-76.256307,33,796
13,100003,14:00:22,36.96362,-76.057004,89,2912
14,100002,14:00:25,37.032466,-76.060857,151,1430
15,100004,14:00:25,36.906701,-76.091655,55,2944
16,100001,14:00:31,37.003293,-76.25612,33,794
17,100002,14:00:31,37.032076,-76.060487,151,1428
18,100003,14:00:31,36.963753,-76.057429,88,2910
19,100004,14:00:34,36.906853,-76.091859,50,3252
20,100002,14:00:36,37.031798,-76.060224,150,1427
21,100002,14:00:37,37.031798,-76.060224,150,1427
22,100001,14:00:41,37.00332,-76.255934,33,781
23,100003,14:00:42,36.963913,-76.05795,88,2909
24,100002,14:00:43,37.031468,-76.059905,150,1423
25,100004,14:00:45,36.907056,-76.092002,53,3390
26,100002,14:00:48,37.031141,-76.059585,150,1421
27,100003,14:00:51,36.964046,-76.058382,89,2910
28,100001,14:00:52,37.003356,-76.255734,31,776
29,100005,14:00:52,36.971616,-76.214967,0,2840
30,100005,14:00:53,36.971616,-76.214967,0,2840
31,100004,14:00:54,36.907268,-76.092084,57,3531
32,100002,14:00:55,37.030813,-76.059269,149,1422
33,100001,14:01:00,37.003383,-76.255587,31,781
34,100002,14:01:00,37.030491,-76.058959,148,1423
35,100003,14:01:01,36.964191,-76.058859,89,2908
36,100004,14:01:04,36.907501,-76.092065,39,71
37,100002,14:01:07,37.030115,-76.058594,148,1423
38,100001,14:01:10,37.00341,-76.255407,31,778
39,100003,14:01:10,36.964331,-76.059335,88,2899
40,100002,14:01:12,37.029841,-76.058337,148,1427
41,100004,14:01:14,36.907705,-76.092019,60,92
42,100002,14:01:18,37.029513,-76.058022,147,1428
43,100001,14:01:21,37.003446,-76.255214,32,785
44,100003,14:01:22,36.964483,-76.059867,88,2897
45,100002,14:01:25,37.029186,-76.057707,147,1426
46,100004,14:01:25,36.90804,-76.091942,64,114
47,100001,14:01:31,37.003473,-76.25502,33,798
48,100002,14:01:31,37.028806,-76.057349,146,1428
49,100003,14:01:31,36.964606,-76.0603,88,2897
50,100004,14:01:34,36.908326,-76.09188,58,84
51,100002,14:01:36,37.028536,-76.057094,146,1429
52,100002,14:01:37,37.028536,-76.057094,146,1429
53,100001,14:01:41,37.003496,-76.254827,35,810
54,100003,14:01:41,36.964756,-76.060832,89,2896
55,100002,14:01:43,37.028213,-76.05679,146,1431
56,100004,14:01:45,36.908601,-76.091829,63,97
57,100002,14:01:48,37.027891,-76.056487,145,1430
58,100003,14:01:51,36.964876,-76.061265,89,2890
59,100001,14:01:52,37.003523,-76.254607,35,800
60,100002,14:01:54,37.027568,-76.056184,145,1431
61,100004,14:01:54,36.908908,-76.09176,74,97
62,100002,14:01:55,37.027568,-76.056184,145,1431
63,100001,14:02:00,37.00355,-76.254454,35,795
64,100002,14:02:01,37.027195,-76.055832,144,1430
65,100003,14:02:01,36.965015,-76.061747,89,2897
66,100004,14:02:05,36.909285,-76.091664,74,140
67,100002,14:02:07,37.026876,-76.055527,144,1428
68,100001,14:02:10,37.003576,-76.25424,36,791
69,100003,14:02:10,36.965155,-76.062229,89,2899
70,100002,14:02:12,37.026613,-76.055274,144,1428
71,100004,14:02:14,36.909593,-76.091584,74,125
72,100002,14:02:18,37.026296,-76.054975,143,1430
73,100001,14:02:21,37.003613,-76.254,39,809
74,100003,14:02:22,36.965306,-76.06276,89,2890
75,100002,14:02:25,37.025981,-76.054672,143,1427
76,100004,14:02:25,36.909966,-76.091485,73,122
77,100002,14:02:31,37.025611,-76.05432,143,1428
78,100003,14:02:31,36.965425,-76.063189,88,2888
79,100001,14:02:32,37.003643,-76.253747,41,813
80,100004,14:02:34,36.910308,-76.091404,74,99
81,100002,14:02:36,37.025345,-76.054075,143,1434
82,100002,14:02:37,37.025345,-76.054075,143,1434
83,100001,14:02:41,37.00367,-76.253527,42,810
84,100003,14:02:42,36.965578,-76.063719,89,2894
85,100002,14:02:43,37.02503,-76.053775,143,1429
86,100004,14:02:45,36.91065,-76.091344,73,105
87,100002,14:02:48,37.024715,-76.053477,143,1428
88,100001,14:02:50,37.00369,-76.2533,44,837
89,100003,14:02:51,36.965703,-76.064152,88,2893
90,100004,14:02:54,36.911096,-76.09124,148,101
91,100002,14:02:55,37.024398,-76.053184,142,1434
92,100001,14:03:00,37.00372,-76.25304,43,832
93,100002,14:03:01,37.02403,-76.052834,142,1427
94,100003,14:03:01,36.965833,-76.064632,88,2888
95,100004,14:03:05,36.912088,-76.091005,207,104
96,100002,14:03:07,37.023718,-76.052534,141,1426
97,100004,14:03:07,36.91228,-76.09097,207,90
98,100001,14:03:10,37.003743,-76.252794,42,816
99,100003,14:03:11,36.965958,-76.065119,88,2881
100,100002,14:03:12,37.023455,-76.052287,141,1428
101,100004,14:03:13,36.912853,-76.090862,207,90
102,100004,14:03:14,36.912948,-76.090842,208,85
103,100002,14:03:18,37.023146,-76.051982,141,1421
104,100001,14:03:21,37.003776,-76.252534,40,814
105,100003,14:03:22,36.966095,-76.065649,88,2875
106,100002,14:03:25,37.022838,-76.051677,141,1419
107,100004,14:03:25,36.914003,-76.090642,209,95
108,100001,14:03:31,37.003813,-76.25228,40,791
109,100002,14:03:31,37.022478,-76.051327,141,1418
