OBJECT_ID,VID,SEQUENCE_DTTM,LAT,LON,SPEED_OVER_GROUND,COURSE_OVER_GROUND
1,100008,14:00:00,36.90685,-76.089022,1,1641
2,100015,14:00:00,36.95,-76.026834,11,2815
3,100016,14:00:00,36.906783,-76.089084,0,2632
4,100019,14:00:00,37.003,-76.283167,148,2460
5,100016,14:00:01,36.906783,-76.089084,0,2632
6,100005,14:00:01,36.906823,-76.088757,1,1740
7,100006,14:00:01,36.906885,-76.089257,0,1440
8,100008,14:00:02,36.90685,-76.089022,1,1641
9,100015,14:00:03,36.95,-76.026834,11,2770
10,100013,14:00:03,36.971968,-75.981114,91,2626
11,100017,14:00:03,36.961958,-76.065422,144,1080
12,100015,14:00:05,36.95,-76.026834,9,2771
13,100019,14:00:06,37.002833,-76.283667,149,2450
14,100004,14:00:06,36.953731,-76.166107,24,929
15,100007,14:00:06,36.906868,-76.088832,0,1475
16,100008,14:00:09,36.90685,-76.089022,1,1883
17,100016,14:00:09,36.906783,-76.089067,0,2521
18,100020,14:00:09,36.90905,-76.327017,1,1440
19,100015,14:00:10,36.95,-76.026834,11,2798
20,100005,14:00:10,36.906826,-76.088759,1,1651
21,100006,14:00:11,36.906885,-76.089255,0,1983
22,100015,14:00:12,36.95,-76.026834,7,2741
23,100019,14:00:12,37.002666,-76.284167,150,2440
24,100017,14:00:14,36.961741,-76.064545,144,1072
25,100015,14:00:15,36.95,-76.026834,12,2798
26,100017,14:00:15,36.961741,-76.064545,144,1072
27,100004,14:00:16,36.95373,-76.165967,24,920
28,100007,14:00:17,36.906866,-76.088832,1,1896
29,100019,14:00:18,37.0025,-76.284667,148,2450
30,100008,14:00:19,36.90685,-76.08902,1,1627
31,100016,14:00:19,36.906783,-76.089067,0,2521
32,100006,14:00:19,36.906885,-76.089254,1,1847
33,100015,14:00:20,36.95,-76.027,11,2790
34,100015,14:00:21,36.95,-76.027,11,2790
35,100005,14:00:21,36.906828,-76.088759,1,1684
36,100019,14:00:24,37.002333,-76.285167,152,2460
37,100017,14:00:24,36.961566,-76.063827,143,1073
38,100015,14:00:26,36.95,-76.027,6,2736
39,100004,14:00:26,36.953725,-76.16582,25,908
40,100007,14:00:27,36.906865,-76.088832,1,1338
41,100015,14:00:29,36.95,-76.027,6,2775
42,100006,14:00:29,36.906885,-76.089254,1,1787
43,100008,14:00:30,36.906848,-76.089019,0,1312
44,100016,14:00:30,36.906783,-76.089067,0,2521
45,100019,14:00:30,37.002166,-76.2855,148,2450
46,100005,14:00:30,36.906828,-76.088759,0,1592
47,100015,14:00:32,36.95,-76.027,9,2740
48,100013,14:00:33,36.971793,-75.982659,91,2613
49,100017,14:00:33,36.961381,-76.063035,143,1068
50,100015,14:00:36,36.95,-76.027,10,2747
51,100019,14:00:36,37.002,-76.286,149,2440
52,100004,14:00:37,36.953733,-76.165662,25,913
53,100007,14:00:37,36.906865,-76.08883,1,1740
54,100015,14:00:38,36.95,-76.027,5,2745
55,100008,14:00:39,36.906848,-76.089019,0,1808
56,100015,14:00:39,36.95,-76.027,5,2745
57,100016,14:00:40,36.906783,-76.089067,0,2521
58,100005,14:00:41,36.90683,-76.088759,1,22
59,100015,14:00:42,36.95,-76.027,5,2747
60,100019,14:00:43,37.001833,-76.2865,149,2450
61,100017,14:00:43,36.961195,-76.062249,143,1064
62,100015,14:00:46,36.95,-76.027,12,2783
63,100004,14:00:46,36.953731,-76.165545,25,897
64,100019,14:00:48,37.001666,-76.287,150,2450
65,100007,14:00:48,36.906865,-76.088829,1,1963
66,100008,14:00:49,36.906848,-76.08902,0,1543
67,100015,14:00:49,36.95,-76.027,8,2693
68,100016,14:00:49,36.906783,-76.089067,0,2521
69,100019,14:00:49,37.001666,-76.287,150,2450
70,100018,14:00:49,36.944,-76.048,0,92
71,100005,14:00:51,36.90683,-76.08876,1,1771
72,100006,14:00:51,36.906881,-76.089254,0,1979
73,100015,14:00:52,36.95,-76.027167,6,2686
74,100017,14:00:53,36.961008,-76.061459,142,1064
75,100014,14:00:53,36.906833,-76.0885,0,2697
76,100015,14:00:54,36.95,-76.027167,7,2754
77,100019,14:00:54,37.0015,-76.2875,148,2430
78,100015,14:00:55,36.95,-76.027167,7,2754
79,100004,14:00:56,36.953718,-76.165389,24,897
80,100007,14:00:57,36.906863,-76.088825,1,1982
81,100006,14:00:59,36.906881,-76.089254,1,2132
82,100008,14:01:00,36.90685,-76.089022,1,1904
83,100016,14:01:00,36.906783,-76.089067,0,2521
84,100019,14:01:01,37.00125,-76.287964,149,2430
85,100005,14:01:01,36.906831,-76.08876,1,1970
86,100015,14:01:03,36.95,-76.027167,8,2706
87,100017,14:01:04,36.960786,-76.06051,142,1063
88,100019,14:01:06,37.001166,-76.288334,148,2420
89,100004,14:01:06,36.953723,-76.165257,24,887
90,100007,14:01:08,36.906863,-76.088822,1,2238
91,100008,14:01:09,36.90685,-76.089024,0,1575
92,100016,14:01:10,36.906783,-76.089067,0,2616
93,100005,14:01:10,36.906831,-76.088764,2,1934
94,100006,14:01:11,36.906881,-76.089257,0,2095
95,100015,14:01:12,36.95,-76.027167,7,2719
96,100019,14:01:12,37.000833,-76.288834,150,2420
97,100017,14:01:14,36.960598,-76.05972,141,1064
98,100017,14:01:15,36.960598,-76.05972,141,1064
99,100004,14:01:16,36.953721,-76.165132,24,883
100,100007,14:01:17,36.906861,-76.08882,1,294
101,100019,14:01:18,37.000666,-76.289334,148,2420
102,100008,14:01:19,36.90685,-76.089024,1,1889
103,100016,14:01:19,36.906783,-76.0891,0,2616
104,100006,14:01:19,36.906881,-76.089259,1,1946
105,100015,14:01:21,36.95,-76.027167,5,2746
106,100005,14:01:21,36.906833,-76.088767,0,1401
107,100019,14:01:24,37.0005,-76.289667,151,2430
108,100017,14:01:24,36.960435,-76.05901,141,1063
109,100004,14:01:26,36.953725,-76.165004,25,890
110,100007,14:01:27,36.906863,-76.08882,1,1708
111,100006,14:01:29,36.906881,-76.089262,1,1938
112,100008,14:01:30,36.906851,-76.089024,0,1203
113,100019,14:01:30,37.000333,-76.290167,150,2410
114,100019,14:01:31,37.000333,-76.290167,150,2410
115,100015,14:01:32,36.95,-76.027167,6,2750
116,100015,14:01:33,36.95,-76.027167,4,2695
117,100013,14:01:33,36.971425,-75.985792,90,2638
118,100017,14:01:34,36.96023,-76.05814,141,1064
119,100015,14:01:36,36.95,-76.027167,11,2767
120,100019,14:01:36,37.000166,-76.290667,150,2420
121,100004,14:01:37,36.953725,-76.164852,25,902
